time	sum_h_out_002_001
2.237771898422587e-07	-8.965274268428947e-02
2.247537523422587e-07	-8.965274268428622e-02
2.257303148422587e-07	-8.965274268429504e-02
2.267068773422587e-07	-8.965274268433811e-02
2.276834398422587e-07	-8.965274268433700e-02
2.286600023422587e-07	-8.965274268439155e-02
2.296365648422587e-07	-8.965274268435169e-02
2.306131273422587e-07	-8.965274268435643e-02
2.315896898422587e-07	-8.965274268433535e-02
2.325662523422587e-07	-8.965274268434241e-02
2.335428148422587e-07	-8.965274268432502e-02
2.345193773422587e-07	-8.965274268433161e-02
2.354959398422587e-07	-8.965274268431236e-02
2.364725023422587e-07	-8.965274268436424e-02
2.374490648422587e-07	-8.965274268435770e-02
2.384256273422587e-07	-8.965274268438822e-02
2.394021898422587e-07	-8.965274268440801e-02
2.403787523422588e-07	-8.965274268445153e-02
2.413553148422588e-07	-8.965274268443084e-02
2.423318773422588e-07	-8.965274268442811e-02
2.433084398422588e-07	-8.965274268443195e-02
2.442850023422589e-07	-8.965274268444806e-02
2.452615648422589e-07	-8.965274268437376e-02
2.462381273422589e-07	-8.965274268438009e-02
2.472146898422589e-07	-8.965274268440013e-02
2.481912523422590e-07	-8.965274268443012e-02
2.491678148422590e-07	-8.965274268438624e-02
2.501443773422590e-07	-8.965274268439516e-02
2.511209398422590e-07	-8.965274268439166e-02
2.520975023422590e-07	-8.965274268441707e-02
2.530740648422591e-07	-8.965274268442661e-02
2.540506273422591e-07	-8.965274268443030e-02
2.550271898422591e-07	-8.965274268441438e-02
2.560037523422591e-07	-8.965274268444079e-02
2.569803148422592e-07	-8.965274268440934e-02
2.579568773422592e-07	-8.965274268440213e-02
2.589334398422592e-07	-8.965274268435382e-02
2.599100023422592e-07	-8.965274268434242e-02
2.608865648422593e-07	-8.965274268434413e-02
2.618631273422593e-07	-8.965274268444742e-02
2.628396898422593e-07	-8.965274268447304e-02
2.638162523422593e-07	-8.965274268445736e-02
2.647928148422594e-07	-8.965274268441099e-02
2.657693773422594e-07	-8.965274268439287e-02
2.667459398422594e-07	-8.965274268438543e-02
2.677225023422594e-07	-8.965274268440913e-02
2.686990648422595e-07	-8.965274268435246e-02
2.696756273422595e-07	-8.965274268434130e-02
2.706521898422595e-07	-8.965274268433150e-02
2.716287523422595e-07	-8.965274268436677e-02
2.726053148422595e-07	-8.965274268437624e-02
2.735818773422596e-07	-8.965274268435562e-02
2.745584398422596e-07	-8.965274268430808e-02
2.755350023422596e-07	-8.965274268434222e-02
2.765115648422596e-07	-8.965274268434247e-02
2.774881273422597e-07	-8.965274268436133e-02
2.784646898422597e-07	-8.965274268433109e-02
2.794412523422597e-07	-8.965274268431096e-02
2.804178148422597e-07	-8.965274268431667e-02
2.813943773422598e-07	-8.965274268435000e-02
2.823709398422598e-07	-8.965274268432701e-02
2.833475023422598e-07	-8.965274268431433e-02
2.843240648422598e-07	-8.965274268427338e-02
2.853006273422599e-07	-8.965274268426261e-02
2.862771898422599e-07	-8.965274268426061e-02
2.872537523422599e-07	-8.965274268433093e-02
2.882303148422599e-07	-8.965274268433984e-02
2.892068773422599e-07	-8.965274268437085e-02
2.901834398422600e-07	-8.965274268438869e-02
2.911600023422600e-07	-8.965274268440547e-02
2.921365648422600e-07	-8.965274268436681e-02
2.931131273422600e-07	-8.965274268433666e-02
2.940896898422601e-07	-8.965274268429650e-02
2.950662523422601e-07	-8.965274268430076e-02
2.960428148422601e-07	-8.965274268426233e-02
2.970193773422601e-07	-8.965274268429957e-02
2.979959398422602e-07	-8.965274268435253e-02
2.989725023422602e-07	-8.965274268437323e-02
2.999490648422602e-07	-8.965274268432204e-02
3.009256273422602e-07	-8.965274268429400e-02
3.019021898422603e-07	-8.965274268430291e-02
3.028787523422603e-07	-8.965274268435540e-02
3.038553148422603e-07	-8.965274268432538e-02
3.048318773422603e-07	-8.965274268428597e-02
3.058084398422604e-07	-8.965274268423626e-02
3.067850023422604e-07	-8.965274268421193e-02
3.077615648422604e-07	-8.965274268418102e-02
3.087381273422604e-07	-8.965274268420417e-02
3.097146898422604e-07	-8.965274268423332e-02
3.106912523422605e-07	-8.965274268428874e-02
3.116678148422605e-07	-8.965274268427732e-02
3.126443773422605e-07	-8.965274268428404e-02
3.136209398422605e-07	-8.965274268429427e-02
3.145975023422606e-07	-8.965274268430680e-02
3.155740648422606e-07	-8.965274268431589e-02
3.165506273422606e-07	-8.965274268438210e-02
3.175271898422606e-07	-8.965274268439673e-02
3.185037523422607e-07	-8.965274268436993e-02
3.194803148422607e-07	-8.965274268430200e-02
3.204568773422607e-07	-8.965274268431769e-02
3.214334398422607e-07	-8.965274268434112e-02
3.224100023422608e-07	-8.965274268432998e-02
3.233865648422608e-07	-8.965274268433265e-02
3.243631273422608e-07	-8.965274268435555e-02
3.253396898422608e-07	-8.965274268433390e-02
3.263162523422609e-07	-8.965274268438447e-02
3.272928148422609e-07	-8.965274268441946e-02
3.282693773422609e-07	-8.965274268444931e-02
3.292459398422609e-07	-8.965274268443049e-02
3.302225023422609e-07	-8.965274268443049e-02
3.311990648422610e-07	-8.965274268441531e-02
3.321756273422610e-07	-8.965274268443300e-02
3.331521898422610e-07	-8.965274268444423e-02
3.341287523422610e-07	-8.965274268444882e-02
3.351053148422611e-07	-8.965274268441142e-02
3.360818773422611e-07	-8.965274268439402e-02
3.370584398422611e-07	-8.965274268434208e-02
3.380350023422611e-07	-8.965274268433600e-02
3.390115648422612e-07	-8.965274268432791e-02
3.399881273422612e-07	-8.965274268432452e-02
3.409646898422612e-07	-8.965274268433755e-02
3.419412523422612e-07	-8.965274268435268e-02
3.429178148422613e-07	-8.965274268434092e-02
3.438943773422613e-07	-8.965274268439180e-02
3.448709398422613e-07	-8.965274268443713e-02
3.458475023422613e-07	-8.965274268444955e-02
3.468240648422613e-07	-8.965274268444509e-02
3.478006273422614e-07	-8.965274268448749e-02
3.487771898422614e-07	-8.965274268449482e-02
3.497537523422614e-07	-8.965274268449833e-02
3.507303148422614e-07	-8.965274268447081e-02
3.517068773422615e-07	-8.965274268444436e-02
3.526834398422615e-07	-8.965274268442311e-02
3.536600023422615e-07	-8.965274268445880e-02
3.546365648422615e-07	-8.965274268444277e-02
3.556131273422616e-07	-8.965274268443321e-02
3.565896898422616e-07	-8.965274268441337e-02
3.575662523422616e-07	-8.965274268442913e-02
